id,Client Name,Position,Status,Vertical,Sub Vertical,Functional Expertise,Physical Address,Type,Min High Pressure Phone Sales Experience  (Months),Min Experience in selling In specified vertical (Months),FFM,License,Health Sherpa,TLD Experience,States,Required states,Avg  Age of current employees (years),Office Hours,Weekly Base,Draw,Commission,Avg Weekly Income,Revenue,Job URL,Hot,Hire Rate,4 week attrition rate,Zip,City,Description,Info,LatLon,Latitude,Longitude
17,Health Prime,Licensed ACA Health Insurance Agent,closed,health,aca,sales,"2800 Gateway Dr #102, Pompano Beach, FL 33069, USA",in_person,12,12,True,True,False,False,15.0,,28,10am-6pm ,"$1,200.00 ",$0.00 ,"Bonuses include $250 for the week for closing 50 deals in a week. $500 for the week for closing 75 deals in a week, and $750 for the week for closing 100 deals in a week",2000,$100.00 ,,0,1,1,,Pompano Beach,"Licensed ACA Health Insurance Agent at Health Prime, located at 2800 Gateway Dr #102, Pompano Beach, FL 33069, USA (). Status: closed. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 12 months, Min Experience in selling in specified vertical: 12 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 15.0, Required states: nan, Avg Age of current employees: 28 years, Office Hours: 10am-6pm . Weekly Base: $1,200.0 Draw: $0.0 Commission: Bonuses include $250 for the week for closing 50 deals in a week. $500 for the week for closing 75 deals in a week, and $750 for the week for closing 100 deals in a week, Avg Weekly Income: 2000, Revenue: $100.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed ACA Health Insurance Agent at Health Prime would likely have experience in health and aca verticals, with at least 12 months of high pressure phone sales experience and 12 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 10am-6pm . Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 15.0.","(26.21294, -80.160339)",26.21294,-80.160339
18,Proactive Health,Health Insurance Sales Agent,on_hold,health,limited,sales,"900 N Federal Hwy #440, Boca Raton, FL 33432, USA",in_person,3,0,False,False,False,False,,,27,10-6   M-F,$0.00 ,$500.00 ,,1800,$200.00 ,https://worxwebsolutions.vincere-digital.io/job/experienced-moving-brokerage-sales-representative-35757,0,1,1,,Boca Raton,"Health Insurance Sales Agent at Proactive Health, located at 900 N Federal Hwy #440, Boca Raton, FL 33432, USA (). Status: on_hold. Vertical: health, Sub Vertical: limited. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 0 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 27 years, Office Hours: 10-6 M-F. Weekly Base: $0.0 Draw: $500.0 Commission: nan, Avg Weekly Income: 1800, Revenue: $200.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/experienced-moving-brokerage-sales-representative-35757, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Health Insurance Sales Agent at Proactive Health would likely have experience in health and limited verticals, with at least 3 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 10-6   M-F. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.368021, -80.077922)",26.368021,-80.077922
19,Movesafe Relocation,Sales and Logistics Coordinator,on_hold,moving,long_distnace_moving_brokerage,sales,"811 Lucerne Ave, Lake Worth Beach, FL 33460, USA",in_person,12,3,False,False,False,False,,,31,,$375.00 ,$0.00 ,Daily bonuses,1700,$150.00 ,,0,1,1,,Lake Worth Beach,"Sales and Logistics Coordinator at Movesafe Relocation, located at 811 Lucerne Ave, Lake Worth Beach, FL 33460, USA (). Status: on_hold. Vertical: moving, Sub Vertical: long_distnace_moving_brokerage. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 12 months, Min Experience in selling in specified vertical: 3 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 31 years, Office Hours: nan. Weekly Base: $375.0 Draw: $0.0 Commission: Daily bonuses, Avg Weekly Income: 1700, Revenue: $150.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Sales and Logistics Coordinator at Movesafe Relocation would likely have experience in moving and long_distnace_moving_brokerage verticals, with at least 12 months of high pressure phone sales experience and 3 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from nan. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.6165191, -80.0565289)",26.6165191,-80.0565289
20,Jorant Wellness,Telemarketing Representative,closed,genetics,genetics,sales,"900 N Federal Hwy #480, Boca Raton, FL 33432, USA",in_person,3,0,False,False,False,False,,,38,10 am to 6 pm Monday to Thursday and 10 am to 5 pm Friday EST,$550.00 ,$0.00 ,,800,$50.00 ,,0,1,1,,Boca Raton,"Telemarketing Representative at Jorant Wellness, located at 900 N Federal Hwy #480, Boca Raton, FL 33432, USA (). Status: closed. Vertical: genetics, Sub Vertical: genetics. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 0 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 38 years, Office Hours: 10 am to 6 pm Monday to Thursday and 10 am to 5 pm Friday EST. Weekly Base: $550.0 Draw: $0.0 Commission: nan, Avg Weekly Income: 800, Revenue: $50.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Telemarketing Representative at Jorant Wellness would likely have experience in genetics and genetics verticals, with at least 3 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 10 am to 6 pm Monday to Thursday and 10 am to 5 pm Friday EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.368021, -80.077922)",26.368021,-80.077922
21,Odyssey Health,Health Insurance Sales Agent,closed,health,limited,sales,"200 W Palmetto Park Rd # 304, Boca Raton, FL 33432, USA",in_person,6,0,False,False,False,False,,,29,9-6 m-f (extended for open enrollment),$0.00 ,$400.00 ,,1000,$125.00 ,,0,1,1,,Boca Raton,"Health Insurance Sales Agent at Odyssey Health, located at 200 W Palmetto Park Rd # 304, Boca Raton, FL 33432, USA (). Status: closed. Vertical: health, Sub Vertical: limited. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 6 months, Min Experience in selling in specified vertical: 0 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 29 years, Office Hours: 9-6 m-f (extended for open enrollment). Weekly Base: $0.0 Draw: $400.0 Commission: nan, Avg Weekly Income: 1000, Revenue: $125.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Health Insurance Sales Agent at Odyssey Health would likely have experience in health and limited verticals, with at least 6 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 9-6 m-f (extended for open enrollment). Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.351048, -80.10751)",26.351048,-80.10751
22,Truesource Insurance,Health Insurance Sales Agent,on_hold,health,limited,sales,"150 E Sample Rd #210, Pompano Beach, FL 33064, USA",in_person,12,6,False,False,False,False,,,31,,$0.00 ,$500.00 ,Opportunity for cash spiffs and potential bonuses as well!,1000,$100.00 ,https://worxwebsolutions.vincere-digital.io/job/health-insurance-sales-agent-35615,0,1,1,,Pompano Beach,"Health Insurance Sales Agent at Truesource Insurance, located at 150 E Sample Rd #210, Pompano Beach, FL 33064, USA (). Status: on_hold. Vertical: health, Sub Vertical: limited. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 12 months, Min Experience in selling in specified vertical: 6 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 31 years, Office Hours: nan. Weekly Base: $0.0 Draw: $500.0 Commission: Opportunity for cash spiffs and potential bonuses as well!, Avg Weekly Income: 1000, Revenue: $100.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/health-insurance-sales-agent-35615, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Health Insurance Sales Agent at Truesource Insurance would likely have experience in health and limited verticals, with at least 12 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from nan. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.2748868, -80.120722)",26.2748868,-80.120722
23,Stoic Insurance Group,Licensed ACA Health Insurance Agent,on_hold,health,aca,sales,"4400 N Federal Hwy #400, Boca Raton, FL 33431, USA",in_person,12,6,True,True,False,False,0.0,,31,9 am - 5 pm m-f EST,$500.00 ,$600.00 ,"$10-$25 per deal, based on performance",1600,$100.00 ,,0,1,1,,Boca Raton,"Licensed ACA Health Insurance Agent at Stoic Insurance Group, located at 4400 N Federal Hwy #400, Boca Raton, FL 33431, USA (). Status: on_hold. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 12 months, Min Experience in selling in specified vertical: 6 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 0.0, Required states: nan, Avg Age of current employees: 31 years, Office Hours: 9 am - 5 pm m-f EST. Weekly Base: $500.0 Draw: $600.0 Commission: $10-$25 per deal, based on performance, Avg Weekly Income: 1600, Revenue: $100.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed ACA Health Insurance Agent at Stoic Insurance Group would likely have experience in health and aca verticals, with at least 12 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 9 am - 5 pm m-f EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 0.0.","(26.384466, -80.076495)",26.384466,-80.076495
24,Call Health,Licensed ACA Health Insurance Agent,open,health,aca,sales,"301 N Hwy 190, Louisiana 70433, USA",in_person,3,0,False,True,False,False,15.0,,35,9-5 m-f CST,"$1,000.00 ",$0.00 ,$20 per application for up to 20 apps each day. $40 per application for each app sold over 20 per day.,2500,$100.00 ,https://worxwebsolutions.vincere-digital.io/job/licensed-aca-health-insurance-agent-35928,0,1,1,,301 N Hwy 190,"Licensed ACA Health Insurance Agent at Call Health, located at 301 N Hwy 190, Louisiana 70433, USA (). Status: open. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 0 months. FFM: False, License: True, Health Sherpa: False. TLD Experience: False, States: 15.0, Required states: nan, Avg Age of current employees: 35 years, Office Hours: 9-5 m-f CST. Weekly Base: $1,000.0 Draw: $0.0 Commission: $20 per application for up to 20 apps each day. $40 per application for each app sold over 20 per day., Avg Weekly Income: 2500, Revenue: $100.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/licensed-aca-health-insurance-agent-35928, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed ACA Health Insurance Agent at Call Health would likely have experience in health and aca verticals, with at least 3 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 9-5 m-f CST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 15.0.","(30.437908, -90.084098)",30.437908,-90.084098
25,Cozmo,Licensed ACA Health Insurance Agent,closed,health,aca,sales,"1 Oakwood Blvd #218, Hollywood, FL 33020, USA",in_person,3,6,True,True,True,False,15.0,,35,9am-6pm EST M-F ,$800.00 ,$0.00 ,,2000,$100.00 ,,0,1,1,,Hollywood,"Licensed ACA Health Insurance Agent at Cozmo, located at 1 Oakwood Blvd #218, Hollywood, FL 33020, USA (). Status: closed. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 6 months. FFM: True, License: True, Health Sherpa: True. TLD Experience: False, States: 15.0, Required states: nan, Avg Age of current employees: 35 years, Office Hours: 9am-6pm EST M-F . Weekly Base: $800.0 Draw: $0.0 Commission: nan, Avg Weekly Income: 2000, Revenue: $100.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed ACA Health Insurance Agent at Cozmo would likely have experience in health and aca verticals, with at least 3 months of high pressure phone sales experience and 6 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 9am-6pm EST M-F . Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 15.0.","(26.0379423, -80.1614832)",26.0379423,-80.1614832
26,Peak Plans,Remote Licensed ACA Health Insurance Agent,on_hold,health,aca,sales,,remote,24,12,False,True,True,False,13.0,"AZ, FL, GA, IN, KS, MI, MO, MS, NC, OH, OK, SC, TN, TX, WI",38,"9am-6pm EST, Monday-Friday",$960.00 ,$0.00 ,,2500,$100.00 ,,0,1,1,,,"Remote Licensed ACA Health Insurance Agent at Peak Plans, located at nan (). Status: on_hold. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: remote. Min High Pressure Phone Sales Experience: 24 months, Min Experience in selling in specified vertical: 12 months. FFM: False, License: True, Health Sherpa: True. TLD Experience: False, States: 13.0, Required states: AZ, FL, GA, IN, KS, MI, MO, MS, NC, OH, OK, SC, TN, TX, WI, Avg Age of current employees: 38 years, Office Hours: 9am-6pm EST, Monday-Friday. Weekly Base: $960.0 Draw: $0.0 Commission: nan, Avg Weekly Income: 2500, Revenue: $100.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Remote Licensed ACA Health Insurance Agent at Peak Plans would likely have experience in health and aca verticals, with at least 24 months of high pressure phone sales experience and 12 months of experience in selling in the specified vertical. The role requires working in remote setting with office hours from 9am-6pm EST, Monday-Friday. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 13.0.","(None, None)",,
27,Gaza Jerk Boss,Health Insurance Sales Agent,closed,health,limited,sales,"3325 Hollywood Blvd #305, Hollywood, FL 33021, USA",in_person,3,0,False,False,False,False,,,30,M-S 9:30am -7pm ,$0.00 ,$0.00 ,,1000,$200.00 ,,0,1,1,,Hollywood,"Health Insurance Sales Agent at Gaza Jerk Boss, located at 3325 Hollywood Blvd #305, Hollywood, FL 33021, USA (). Status: closed. Vertical: health, Sub Vertical: limited. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 0 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 30 years, Office Hours: M-S 9:30am -7pm . Weekly Base: $0.0 Draw: $0.0 Commission: nan, Avg Weekly Income: 1000, Revenue: $200.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Health Insurance Sales Agent at Gaza Jerk Boss would likely have experience in health and limited verticals, with at least 3 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from M-S 9:30am -7pm . Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.0108783, -80.1750192)",26.0108783,-80.1750192
28,International Travel Professionals,Telemarketing Representative,closed,vacations,vacations,sales,"4570 Lake Worth Rd Fl 3346, Lake Worth Beach, FL 33463, USA",in_person,3,0,False,False,False,False,,,33,,$0.00 ,$400.00 ,,900,$75.00 ,,0,1,1,,Lake Worth Beach,"Telemarketing Representative at International Travel Professionals, located at 4570 Lake Worth Rd Fl 3346, Lake Worth Beach, FL 33463, USA (). Status: closed. Vertical: vacations, Sub Vertical: vacations. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 0 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 33 years, Office Hours: nan. Weekly Base: $0.0 Draw: $400.0 Commission: nan, Avg Weekly Income: 900, Revenue: $75.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Telemarketing Representative at International Travel Professionals would likely have experience in vacations and vacations verticals, with at least 3 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from nan. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.6167069, -80.067924)",26.6167069,-80.067924
29,Sun Fun Travel,Telemarketing Representative (Sales),open,vacations,vacations,sales,"1551 Forum Pl #500c, West Palm Beach, FL 33401, USA",in_person,3,0,False,False,False,False,,,38,,$0.00 ,$600.00 ,,900,$75.00 ,,0,1,1,,West Palm Beach,"Telemarketing Representative (Sales) at Sun Fun Travel, located at 1551 Forum Pl #500c, West Palm Beach, FL 33401, USA (). Status: open. Vertical: vacations, Sub Vertical: vacations. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 0 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 38 years, Office Hours: nan. Weekly Base: $0.0 Draw: $600.0 Commission: nan, Avg Weekly Income: 900, Revenue: $75.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Telemarketing Representative (Sales) at Sun Fun Travel would likely have experience in vacations and vacations verticals, with at least 3 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from nan. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.726617, -80.080443)",26.726617,-80.080443
30,Trade Show Travel,Telemarketing Representative (Vacations),open,vacations,vacations,sales,"2708 N Australian Ave Suite 2, West Palm Beach, FL 33407, USA",in_person,1,0,False,False,False,False,,,33,,$0.00 ,$400.00 ,,900,$75.00 ,https://worxwebsolutions.vincere-digital.io/job/telemarketing-representative-vacations-35604,0,1,1,,West Palm Beach,"Telemarketing Representative (Vacations) at Trade Show Travel, located at 2708 N Australian Ave Suite 2, West Palm Beach, FL 33407, USA (). Status: open. Vertical: vacations, Sub Vertical: vacations. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 1 months, Min Experience in selling in specified vertical: 0 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 33 years, Office Hours: nan. Weekly Base: $0.0 Draw: $400.0 Commission: nan, Avg Weekly Income: 900, Revenue: $75.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/telemarketing-representative-vacations-35604, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Telemarketing Representative (Vacations) at Trade Show Travel would likely have experience in vacations and vacations verticals, with at least 1 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from nan. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.7379792, -80.0678356)",26.7379792,-80.0678356
31,Eagle Moving Group,Customer Service Representative,open,moving,long_distnace_moving_brokerage,customer_service,"1325 S Congress Ave #110, Boynton Beach, FL 33426, USA",in_person,1,0,False,False,False,False,,,33,,$300.00 ,$0.00 ,,2000,$150.00 ,https://worxwebsolutions.vincere-digital.io/job/experienced-moving-brokerage-sales-representative-35597,0,1,1,,Boynton Beach,"Customer Service Representative at Eagle Moving Group, located at 1325 S Congress Ave #110, Boynton Beach, FL 33426, USA (). Status: open. Vertical: moving, Sub Vertical: long_distnace_moving_brokerage. Functional Expertise: customer_service. Type: in_person. Min High Pressure Phone Sales Experience: 1 months, Min Experience in selling in specified vertical: 0 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 33 years, Office Hours: nan. Weekly Base: $300.0 Draw: $0.0 Commission: nan, Avg Weekly Income: 2000, Revenue: $150.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/experienced-moving-brokerage-sales-representative-35597, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Customer Service Representative at Eagle Moving Group would likely have experience in moving and long_distnace_moving_brokerage verticals, with at least 1 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from nan. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.5160271, -80.0903692)",26.5160271,-80.0903692
32,Facebook,Telemarketing Fronter (Vacations),open,vacations,vacations,sales,"2677 Forest Hill Blvd #126, West Palm Beach, FL 33406, USA",in_person,1,0,False,False,False,False,,,38,,$0.00 ,$400.00 ,,900,$75.00 ,https://worxwebsolutions.vincere-digital.io/job/telemarketing-fronter-vacations-35595,0,1,1,,West Palm Beach,"Telemarketing Fronter (Vacations) at Facebook, located at 2677 Forest Hill Blvd #126, West Palm Beach, FL 33406, USA (). Status: open. Vertical: vacations, Sub Vertical: vacations. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 1 months, Min Experience in selling in specified vertical: 0 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 38 years, Office Hours: nan. Weekly Base: $0.0 Draw: $400.0 Commission: nan, Avg Weekly Income: 900, Revenue: $75.00 . Job URL: https://worxwebsolutions.vincere-digital.io/job/telemarketing-fronter-vacations-35595, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Telemarketing Fronter (Vacations) at Facebook would likely have experience in vacations and vacations verticals, with at least 1 months of high pressure phone sales experience and 0 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from nan. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.6551606, -80.0704546)",26.6551606,-80.0704546
33,A.I. Insurance Agency,Health Insurance Sales Agent,closed,health,aca_limited,sales,"3340 NW 53rd St #307, Fort Lauderdale, FL 33309, USA",in_person,3,1,False,True,True,False,,,31,,$0.00 ,$0.00 ,,1000,$200.00 ,,0,1,1,,Fort Lauderdale,"Health Insurance Sales Agent at A.I. Insurance Agency, located at 3340 NW 53rd St #307, Fort Lauderdale, FL 33309, USA (). Status: closed. Vertical: health, Sub Vertical: aca_limited. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 1 months. FFM: False, License: True, Health Sherpa: True. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 31 years, Office Hours: nan. Weekly Base: $0.0 Draw: $0.0 Commission: nan, Avg Weekly Income: 1000, Revenue: $200.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Health Insurance Sales Agent at A.I. Insurance Agency would likely have experience in health and aca_limited verticals, with at least 3 months of high pressure phone sales experience and 1 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from nan. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.1895387, -80.192532)",26.1895387,-80.192532
34,Everest Health Solutions,Experienced U65 Health Insurance Customer Service,closed,health,limited,customer_service,"550 Fairway Dr #106, Deerfield Beach, FL 33441, USA",in_person,3,12,False,False,False,False,,,31,"8 AM - 5 PM, Monday to Friday",,,,1000,$100.00 ,,0,1,1,,Deerfield Beach,"Experienced U65 Health Insurance Customer Service at Everest Health Solutions, located at 550 Fairway Dr #106, Deerfield Beach, FL 33441, USA (). Status: closed. Vertical: health, Sub Vertical: limited. Functional Expertise: customer_service. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 12 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 31 years, Office Hours: 8 AM - 5 PM, Monday to Friday. Weekly Base: nan, Draw: nan, Commission: nan, Avg Weekly Income: 1000, Revenue: $100.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Experienced U65 Health Insurance Customer Service at Everest Health Solutions would likely have experience in health and limited verticals, with at least 3 months of high pressure phone sales experience and 12 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from 8 AM - 5 PM, Monday to Friday. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.3253899, -80.1147593)",26.3253899,-80.1147593
35,Everest Health Solutions,Licensed ACA Health Insurance Agent,closed,health,aca,sales,"550 Fairway Dr #106, Deerfield Beach, FL 33441, USA",in=person,3,3,True,True,False,False,15.0,,31,"8 AM - 5 PM, Monday to Friday",,,,1500,$150.00 ,,0,1,1,,Deerfield Beach,"Licensed ACA Health Insurance Agent at Everest Health Solutions, located at 550 Fairway Dr #106, Deerfield Beach, FL 33441, USA (). Status: closed. Vertical: health, Sub Vertical: aca. Functional Expertise: sales. Type: in=person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 3 months. FFM: True, License: True, Health Sherpa: False. TLD Experience: False, States: 15.0, Required states: nan, Avg Age of current employees: 31 years, Office Hours: 8 AM - 5 PM, Monday to Friday. Weekly Base: nan, Draw: nan, Commission: nan, Avg Weekly Income: 1500, Revenue: $150.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed ACA Health Insurance Agent at Everest Health Solutions would likely have experience in health and aca verticals, with at least 3 months of high pressure phone sales experience and 3 months of experience in selling in the specified vertical. The role requires working in in=person setting with office hours from 8 AM - 5 PM, Monday to Friday. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: 15.0.","(26.3253899, -80.1147593)",26.3253899,-80.1147593
36,Lilyka Health Insurance Agency,Licensed Retention Specialist,closed,health,aca_limited,sales,"1001 NW 62nd St #410, Fort Lauderdale, FL 33309, USA",in_person,3,12,False,False,False,False,,,35,"Full-Time, 10 AM to 7 PM EST",,,,1200,$200.00 ,,0,1,1,,Fort Lauderdale,"Licensed Retention Specialist at Lilyka Health Insurance Agency, located at 1001 NW 62nd St #410, Fort Lauderdale, FL 33309, USA (). Status: closed. Vertical: health, Sub Vertical: aca_limited. Functional Expertise: sales. Type: in_person. Min High Pressure Phone Sales Experience: 3 months, Min Experience in selling in specified vertical: 12 months. FFM: False, License: False, Health Sherpa: False. TLD Experience: False, States: nan, Required states: nan, Avg Age of current employees: 35 years, Office Hours: Full-Time, 10 AM to 7 PM EST. Weekly Base: nan, Draw: nan, Commission: nan, Avg Weekly Income: 1200, Revenue: $200.00 . Job URL: nan, Hot: 0, Hire Rate: 1, 4 week attrition rate: 1.","A suitable candidate for Licensed Retention Specialist at Lilyka Health Insurance Agency would likely have experience in health and aca_limited verticals, with at least 3 months of high pressure phone sales experience and 12 months of experience in selling in the specified vertical. The role requires working in in_person setting with office hours from Full-Time, 10 AM to 7 PM EST. Additional skills or certifications such as FFM, License, and Health Sherpa are preferred. The position is available in the following states: nan.","(26.203308, -80.158011)",26.203308,-80.158011
